duration,duration_seconds,start_time,start_station,start_terminal,end_time,end_station,end_terminal,bike_number,rider_type,id
0h 16m 42sec.,1002.0,2012-01-02 17:06:00,21st & M St NW,31212.0,2012-01-02 17:23:00,3000 Connecticut Ave NW / National Zoo,31307.0,W00303,Registered,3666
0h 5m 45sec.,345.0,2012-01-02 17:08:00,17th & K St NW [formerly 17th & L St NW],31213.0,2012-01-02 17:14:00,15th & P St NW,31201.0,W00225,Registered,3667
0h 20m 24sec.,1224.0,2012-01-02 17:08:00,10th St & Constitution Ave NW,31219.0,2012-01-02 17:28:00,17th & Corcoran St NW,31214.0,W01323,Registered,3668
0h 27m 6sec.,1626.0,2012-01-02 17:08:00,4th & East Capitol St NE,31618.0,2012-01-02 17:35:00,18th St & Pennsylvania Ave NW,31242.0,W00989,Casual,3669
0h 9m 48sec.,588.0,2012-01-02 17:08:00,14th & G St NW,31238.0,2012-01-02 17:18:00,Thomas Circle,31241.0,W01205,Casual,3670
0h 7m 3sec.,423.0,2012-01-02 17:08:00,Massachusetts Ave & Dupont Circle NW,31200.0,2012-01-02 17:15:00,15th & P St NW,31201.0,W00522,Registered,3671
0h 26m 41sec.,1601.0,2012-01-02 17:09:00,4th & East Capitol St NE,31618.0,2012-01-02 17:35:00,18th St & Pennsylvania Ave NW,31242.0,W01173,Registered,3672
0h 3m 27sec.,207.0,2012-01-02 17:09:00,14th St & Spring Rd NW,31401.0,2012-01-02 17:12:00,Park Rd & Holmead Pl NW,31602.0,W01087,Registered,3673
0h 14m 37sec.,877.0,2012-01-02 17:09:00,Ward Circle / American University,31301.0,2012-01-02 17:24:00,Adams Mill & Columbia Rd NW,31104.0,W00430,Registered,3674
0h 6m 3sec.,363.0,2012-01-02 17:10:00,Massachusetts Ave & Dupont Circle NW,31200.0,2012-01-02 17:16:00,New York Ave & 15th St NW,31222.0,W01181,Registered,3675
0h 11m 17sec.,677.0,2012-01-02 17:10:00,5th & F St NW,31620.0,2012-01-02 17:22:00,Florida Ave & R St NW,31503.0,W00472,Registered,3676
0h 12m 29sec.,749.0,2012-01-02 17:11:00,Lynn & 19th St North,31014.0,2012-01-02 17:23:00,Kennedy Center,31211.0,W01159,Registered,3677
0h 3m 36sec.,216.0,2012-01-02 17:11:00,5th St & K St NW,31600.0,2012-01-02 17:15:00,Convention Center / 7th & M St NW,31223.0,W00538,Registered,3678
0h 3m 46sec.,226.0,2012-01-02 17:11:00,17th & Corcoran St NW,31214.0,2012-01-02 17:15:00,15th & P St NW,31201.0,W00039,Registered,3679
0h 4m 44sec.,284.0,2012-01-02 17:12:00,14th & V St NW,31101.0,2012-01-02 17:16:00,14th & Harvard St NW,31105.0,W01250,Registered,3680
0h 13m 44sec.,824.0,2012-01-02 17:12:00,New York Ave & 15th St NW,31222.0,2012-01-02 17:26:00,14th & V St NW,31101.0,W00974,Casual,3681
0h 8m 18sec.,498.0,2012-01-02 17:12:00,Tenleytown / Wisconsin Ave & Albemarle St NW,31303.0,2012-01-02 17:21:00,Ward Circle / American University,31301.0,W00029,Casual,3682
0h 5m 40sec.,340.0,2012-01-02 17:12:00,Adams Mill & Columbia Rd NW,31104.0,2012-01-02 17:18:00,20th St & Florida Ave NW,31110.0,W01260,Registered,3683
0h 8m 7sec.,487.0,2012-01-02 17:13:00,16th & U St NW,31229.0,2012-01-02 17:21:00,Massachusetts Ave & Dupont Circle NW,31200.0,W00190,Registered,3684
0h 9m 1sec.,541.0,2012-01-02 17:13:00,Ward Circle / American University,31301.0,2012-01-02 17:22:00,Van Ness Metro / UDC,31300.0,W01360,Registered,3685
0h 9m 20sec.,560.0,2012-01-02 17:13:00,Tenleytown / Wisconsin Ave & Albemarle St NW,31303.0,2012-01-02 17:22:00,Ward Circle / American University,31301.0,W00818,Casual,3686
0h 8m 55sec.,535.0,2012-01-02 17:13:00,13th & D St NE,31622.0,2012-01-02 17:22:00,4th St & Massachusetts Ave NW,31604.0,W00045,Registered,3687
0h 3m 23sec.,203.0,2012-01-02 17:15:00,4th & E St SW,31244.0,2012-01-02 17:18:00,4th & M St SW,31108.0,W00397,Registered,3688
0h 7m 17sec.,437.0,2012-01-02 17:15:00,California St & Florida Ave NW,31116.0,2012-01-02 17:22:00,17th & Rhode Island Ave NW,31239.0,W01027,Registered,3689
0h 4m 19sec.,259.0,2012-01-02 17:15:00,15th & P St NW,31201.0,2012-01-02 17:19:00,14th & V St NW,31101.0,W00483,Registered,3690
0h 7m 53sec.,473.0,2012-01-02 17:15:00,15th & P St NW,31201.0,2012-01-02 17:23:00,16th & Harvard St NW,31103.0,W00197,Registered,3691
0h 2m 44sec.,164.0,2012-01-02 17:16:00,17th & Corcoran St NW,31214.0,2012-01-02 17:19:00,17th & Rhode Island Ave NW,31239.0,W00094,Registered,3692
0h 3m 2sec.,182.0,2012-01-02 17:17:00,14th & V St NW,31101.0,2012-01-02 17:20:00,14th & R St NW,31202.0,W00834,Registered,3693
0h 6m 47sec.,407.0,2012-01-02 17:17:00,13th & H St NE,31611.0,2012-01-02 17:24:00,"Lincoln Park / 13th & East Capitol St NE ",31619.0,W00093,Registered,3694
0h 14m 32sec.,872.0,2012-01-02 17:17:00,14th St & Spring Rd NW,31401.0,2012-01-02 17:31:00,17th & K St NW [formerly 17th & L St NW],31213.0,W00019,Registered,3695
0h 9m 7sec.,547.0,2012-01-02 17:18:00,14th & D St SE,31607.0,2012-01-02 17:27:00,6th & H St NE,31615.0,W00805,Registered,3696
0h 5m 23sec.,323.0,2012-01-02 17:19:00,10th & U St NW,31111.0,2012-01-02 17:24:00,11th & Kenyon St NW,31102.0,W00632,Registered,3697
0h 4m 5sec.,245.0,2012-01-02 17:19:00,12th & Hayes St,31001.0,2012-01-02 17:24:00,18th & Hayes St,31004.0,W00692,Registered,3698
0h 3m 51sec.,231.0,2012-01-02 17:20:00,21st & I St NW,31205.0,2012-01-02 17:24:00,21st & M St NW,31212.0,W00148,Registered,3699
0h 3m 33sec.,213.0,2012-01-02 17:20:00,21st & I St NW,31205.0,2012-01-02 17:24:00,21st & M St NW,31212.0,W00229,Registered,3700
0h 7m 20sec.,440.0,2012-01-02 17:20:00,Thomas Circle,31241.0,2012-01-02 17:28:00,California St & Florida Ave NW,31116.0,W01205,Registered,3701
0h 11m 40sec.,700.0,2012-01-02 17:21:00,34th St & Wisconsin Ave NW,31226.0,2012-01-02 17:32:00,17th & Corcoran St NW,31214.0,W00890,Registered,3702
0h 6m 9sec.,369.0,2012-01-02 17:21:00,17th & Rhode Island Ave NW,31239.0,2012-01-02 17:27:00,14th & G St NW,31238.0,W00064,Registered,3703
0h 23m 43sec.,1423.0,2012-01-02 17:21:00,4th & D St NW / Judiciary Square,31621.0,2012-01-02 17:45:00,19th St & Constitution Ave NW,31235.0,W00535,Registered,3704
0h 3m 38sec.,218.0,2012-01-02 17:21:00,16th & Harvard St NW,31103.0,2012-01-02 17:25:00,Lamont & Mt Pleasant NW,31107.0,W00645,Registered,3705
0h 23m 33sec.,1413.0,2012-01-02 17:21:00,4th & D St NW / Judiciary Square,31621.0,2012-01-02 17:45:00,19th St & Constitution Ave NW,31235.0,W00546,Registered,3706
0h 3m 25sec.,205.0,2012-01-02 17:21:00,16th & Harvard St NW,31103.0,2012-01-02 17:25:00,Lamont & Mt Pleasant NW,31107.0,W00571,Registered,3707
0h 7m 34sec.,454.0,2012-01-02 17:21:00,15th & P St NW,31201.0,2012-01-02 17:29:00,14th & V St NW,31101.0,W01037,Registered,3708
0h 14m 49sec.,889.0,2012-01-02 17:22:00,4th & E St SW,31244.0,2012-01-02 17:36:00,"Lincoln Park / 13th & East Capitol St NE ",31619.0,W01400,Registered,3709
0h 2m 0sec.,120.0,2012-01-02 17:22:00,23rd & Crystal Dr,31011.0,2012-01-02 17:24:00,18th & Bell St,31007.0,W00344,Registered,3710
0h 14m 41sec.,881.0,2012-01-02 17:22:00,Van Ness Metro / UDC,31300.0,2012-01-02 17:37:00,Ward Circle / American University,31301.0,W00619,Registered,3711
0h 2m 23sec.,143.0,2012-01-02 17:23:00,Park Rd & Holmead Pl NW,31602.0,2012-01-02 17:25:00,11th & Kenyon St NW,31102.0,W01087,Registered,3712
0h 10m 25sec.,625.0,2012-01-02 17:23:00,5th St & K St NW,31600.0,2012-01-02 17:34:00,14th & R St NW,31202.0,W01224,Registered,3713
0h 9m 33sec.,573.0,2012-01-02 17:24:00,14th & D St SE,31607.0,2012-01-02 17:33:00,3rd & D St SE,31605.0,W01036,Registered,3714
0h 6m 11sec.,371.0,2012-01-02 17:24:00,21st & M St NW,31212.0,2012-01-02 17:30:00,20th St & Florida Ave NW,31110.0,W00300,Registered,3715
0h 2m 33sec.,153.0,2012-01-02 17:24:00,5th & F St NW,31620.0,2012-01-02 17:27:00,4th St & Massachusetts Ave NW,31604.0,W00686,Registered,3716
0h 13m 18sec.,798.0,2012-01-02 17:24:00,7th & R St NW / Shaw Library,31245.0,2012-01-02 17:37:00,Massachusetts Ave & Dupont Circle NW,31200.0,W00389,Registered,3717
0h 9m 7sec.,547.0,2012-01-02 17:24:00,14th & D St SE,31607.0,2012-01-02 17:33:00,3rd & D St SE,31605.0,W01328,Registered,3718
0h 13m 50sec.,830.0,2012-01-02 17:24:00,15th & P St NW,31201.0,2012-01-02 17:38:00,20th St & Florida Ave NW,31110.0,W00522,Registered,3719
0h 8m 12sec.,492.0,2012-01-02 17:25:00,"Lincoln Park / 13th & East Capitol St NE ",31619.0,2012-01-02 17:33:00,6th & H St NE,31615.0,W00093,Registered,3720
0h 4m 1sec.,241.0,2012-01-02 17:25:00,14th & Harvard St NW,31105.0,2012-01-02 17:29:00,Adams Mill & Columbia Rd NW,31104.0,W01250,Registered,3721
0h 6m 7sec.,367.0,2012-01-02 17:26:00,7th & R St NW / Shaw Library,31245.0,2012-01-02 17:32:00,17th & Corcoran St NW,31214.0,W01355,Registered,3722
0h 3m 36sec.,216.0,2012-01-02 17:26:00,14th St & Spring Rd NW,31401.0,2012-01-02 17:30:00,Park Rd & Holmead Pl NW,31602.0,W00213,Registered,3723
0h 7m 53sec.,473.0,2012-01-02 17:26:00,13th & D St NE,31622.0,2012-01-02 17:34:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613.0,W00122,Registered,3724
0h 9m 16sec.,556.0,2012-01-02 17:27:00,14th & Harvard St NW,31105.0,2012-01-02 17:36:00,McPherson Square - 14th & H St NW,31216.0,W01460,Registered,3725
0h 2m 51sec.,171.0,2012-01-02 17:27:00,11th & Kenyon St NW,31102.0,2012-01-02 17:30:00,Park Rd & Holmead Pl NW,31602.0,W00179,Registered,3726
0h 12m 52sec.,772.0,2012-01-02 17:28:00,25th St & Pennsylvania Ave NW,31237.0,2012-01-02 17:41:00,4th St & Massachusetts Ave NW,31604.0,W00326,Registered,3727
0h 6m 58sec.,418.0,2012-01-02 17:28:00,14th & V St NW,31101.0,2012-01-02 17:35:00,Lamont & Mt Pleasant NW,31107.0,W00497,Registered,3728
0h 5m 37sec.,337.0,2012-01-02 17:29:00,7th & T St NW,31109.0,2012-01-02 17:34:00,15th & P St NW,31201.0,W01483,Registered,3729
0h 6m 23sec.,383.0,2012-01-02 17:29:00,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,31015.0,2012-01-02 17:35:00,C & O Canal & Wisconsin Ave NW,31225.0,W00612,Registered,3730
0h 6m 17sec.,377.0,2012-01-02 17:29:00,12th & Army Navy Dr,31008.0,2012-01-02 17:35:00,S Joyce & Army Navy Dr,31006.0,W00704,Registered,3731
0h 5m 7sec.,307.0,2012-01-02 17:29:00,Park Rd & Holmead Pl NW,31602.0,2012-01-02 17:34:00,Lamont & Mt Pleasant NW,31107.0,W01398,Registered,3732
0h 4m 23sec.,263.0,2012-01-02 17:29:00,15th & P St NW,31201.0,2012-01-02 17:34:00,17th & Corcoran St NW,31214.0,W01319,Registered,3733
0h 8m 53sec.,533.0,2012-01-02 17:29:00,14th & Harvard St NW,31105.0,2012-01-02 17:38:00,Calvert St & Woodley Pl NW,31106.0,W00866,Registered,3734
0h 2m 42sec.,162.0,2012-01-02 17:31:00,11th & Kenyon St NW,31102.0,2012-01-02 17:34:00,Park Rd & Holmead Pl NW,31602.0,W00826,Registered,3735
0h 2m 37sec.,157.0,2012-01-02 17:32:00,10th & U St NW,31111.0,2012-01-02 17:34:00,14th & V St NW,31101.0,W01484,Registered,3736
0h 3m 25sec.,205.0,2012-01-02 17:33:00,Calvert St & Woodley Pl NW,31106.0,2012-01-02 17:37:00,Adams Mill & Columbia Rd NW,31104.0,W01330,Registered,3737
0h 9m 32sec.,572.0,2012-01-02 17:33:00,14th & Harvard St NW,31105.0,2012-01-02 17:43:00,17th & Corcoran St NW,31214.0,w00527,Registered,3738
0h 5m 28sec.,328.0,2012-01-02 17:33:00,Massachusetts Ave & Dupont Circle NW,31200.0,2012-01-02 17:39:00,17th & K St NW [formerly 17th & L St NW],31213.0,W01467,Registered,3739
0h 4m 40sec.,280.0,2012-01-02 17:35:00,Florida Ave & R St NW,31503.0,2012-01-02 17:40:00,1st & M St NE,31603.0,W00705,Registered,3740
0h 4m 40sec.,280.0,2012-01-02 17:35:00,10th & U St NW,31111.0,2012-01-02 17:40:00,16th & U St NW,31229.0,W00775,Registered,3741
0h 14m 25sec.,865.0,2012-01-02 17:35:00,16th & Harvard St NW,31103.0,2012-01-02 17:49:00,14th & Harvard St NW,31105.0,W01253,Registered,3742
0h 14m 25sec.,865.0,2012-01-02 17:36:00,17th & Rhode Island Ave NW,31239.0,2012-01-02 17:50:00,10th St & Constitution Ave NW,31219.0,W00275,Registered,3743
0h 14m 23sec.,863.0,2012-01-02 17:36:00,17th & Rhode Island Ave NW,31239.0,2012-01-02 17:50:00,10th St & Constitution Ave NW,31219.0,W01027,Casual,3744
0h 25m 20sec.,1520.0,2012-01-02 17:36:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613.0,2012-01-02 18:01:00,5th St & K St NW,31600.0,W00079,Casual,3745
0h 24m 42sec.,1482.0,2012-01-02 17:37:00,13th & H St NE,31611.0,2012-01-02 18:02:00,15th & P St NW,31201.0,W01031,Registered,3746
0h 6m 12sec.,372.0,2012-01-02 17:38:00,19th & East Capitol St SE,31601.0,2012-01-02 17:44:00,Bladensburg Rd & Benning Rd NE,31617.0,W00384,Registered,3747
0h 8m 4sec.,484.0,2012-01-02 17:38:00,Massachusetts Ave & Dupont Circle NW,31200.0,2012-01-02 17:46:00,14th & V St NW,31101.0,W00605,Registered,3748
0h 18m 48sec.,1128.0,2012-01-02 17:38:00,14th & G St NW,31238.0,2012-01-02 17:57:00,Park Rd & Holmead Pl NW,31602.0,W01262,Registered,3749
0h 3m 37sec.,217.0,2012-01-02 17:39:00,Adams Mill & Columbia Rd NW,31104.0,2012-01-02 17:43:00,20th St & Florida Ave NW,31110.0,W00372,Registered,3750
0h 4m 1sec.,241.0,2012-01-02 17:39:00,25th St & Pennsylvania Ave NW,31237.0,2012-01-02 17:43:00,19th & L St NW,31224.0,W00987,Registered,3751
0h 9m 45sec.,585.0,2012-01-02 17:39:00,"Lincoln Park / 13th & East Capitol St NE ",31619.0,2012-01-02 17:49:00,3rd & G St SE,31625.0,W01400,Registered,3752
0h 7m 54sec.,474.0,2012-01-02 17:39:00,Wisconsin Ave & Macomb St NW,31302.0,2012-01-02 17:47:00,Tenleytown / Wisconsin Ave & Albemarle St NW,31303.0,W00591,Registered,3753
0h 4m 24sec.,264.0,2012-01-02 17:40:00,14th St & Spring Rd NW,31401.0,2012-01-02 17:44:00,Georgia & New Hampshire Ave NW,31400.0,W01045,Registered,3754
0h 15m 43sec.,943.0,2012-01-02 17:40:00,34th St & Wisconsin Ave NW,31226.0,2012-01-02 17:55:00,Massachusetts Ave & Dupont Circle NW,31200.0,W01457,Registered,3755
0h 13m 49sec.,829.0,2012-01-02 17:40:00,15th & P St NW,31201.0,2012-01-02 17:54:00,15th & P St NW,31201.0,W00422,Registered,3756
0h 12m 33sec.,753.0,2012-01-02 17:40:00,4th & E St SW,31244.0,2012-01-02 17:53:00,4th St & Massachusetts Ave NW,31604.0,W00893,Registered,3757
0h 13m 45sec.,825.0,2012-01-02 17:40:00,15th & P St NW,31201.0,2012-01-02 17:54:00,15th & P St NW,31201.0,W00997,Registered,3758
0h 3m 57sec.,237.0,2012-01-02 17:40:00,Good Hope & Naylor Rd SE,31700.0,2012-01-02 17:44:00,Branch & Pennsylvania Ave SE,31701.0,W00876,Registered,3759
0h 10m 45sec.,645.0,2012-01-02 17:41:00,3rd & H St NE,31616.0,2012-01-02 17:52:00,Convention Center / 7th & M St NW,31223.0,W01346,Registered,3760
0h 25m 6sec.,1506.0,2012-01-02 17:41:00,Calvert St & Woodley Pl NW,31106.0,2012-01-02 18:06:00,10th St & Constitution Ave NW,31219.0,W01203,Registered,3761
0h 10m 29sec.,629.0,2012-01-02 17:42:00,18th St & Pennsylvania Ave NW,31242.0,2012-01-02 17:52:00,Massachusetts Ave & Dupont Circle NW,31200.0,W00989,Casual,3762
0h 10m 15sec.,615.0,2012-01-02 17:42:00,18th St & Pennsylvania Ave NW,31242.0,2012-01-02 17:52:00,Massachusetts Ave & Dupont Circle NW,31200.0,W01173,Registered,3763
0h 28m 47sec.,1727.0,2012-01-02 17:42:00,Park Rd & Holmead Pl NW,31602.0,2012-01-02 18:11:00,7th & F St NW / National Portrait Gallery,31232.0,W00276,Registered,3764
0h 20m 28sec.,1228.0,2012-01-02 17:43:00,8th & H St NW,31228.0,2012-01-02 18:03:00,Columbia Rd & Belmont St NW,31113.0,W00695,Casual,3765
0h 28m 30sec.,1710.0,2012-01-02 17:43:00,Park Rd & Holmead Pl NW,31602.0,2012-01-02 18:11:00,7th & F St NW / National Portrait Gallery,31232.0,W01122,Registered,3766
0h 2m 42sec.,162.0,2012-01-02 17:43:00,4th & East Capitol St NE,31618.0,2012-01-02 17:46:00,3rd & D St SE,31605.0,W01244,Registered,3767
0h 3m 28sec.,208.0,2012-01-02 17:43:00,14th & D St SE,31607.0,2012-01-02 17:47:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613.0,W00707,Registered,3768
0h 15m 58sec.,958.0,2012-01-02 17:44:00,Convention Center / 7th & M St NW,31223.0,2012-01-02 18:00:00,Convention Center / 7th & M St NW,31223.0,W01269,Registered,3769
0h 9m 56sec.,596.0,2012-01-02 17:45:00,25th St & Pennsylvania Ave NW,31237.0,2012-01-02 17:54:00,16th & U St NW,31229.0,W00641,Registered,3770
0h 6m 47sec.,407.0,2012-01-02 17:45:00,13th & H St NE,31611.0,2012-01-02 17:51:00,6th & H St NE,31615.0,W00503,Registered,3771
0h 16m 44sec.,1004.0,2012-01-02 17:46:00,19th St & Constitution Ave NW,31235.0,2012-01-02 18:02:00,M St & Pennsylvania Ave NW,31246.0,W00535,Registered,3772
0h 16m 14sec.,974.0,2012-01-02 17:46:00,19th St & Constitution Ave NW,31235.0,2012-01-02 18:02:00,M St & Pennsylvania Ave NW,31246.0,W00546,Registered,3773
0h 12m 1sec.,721.0,2012-01-02 17:46:00,25th St & Pennsylvania Ave NW,31237.0,2012-01-02 17:58:00,17th & Corcoran St NW,31214.0,W00613,Registered,3774
0h 5m 42sec.,342.0,2012-01-02 17:46:00,14th & Harvard St NW,31105.0,2012-01-02 17:52:00,Adams Mill & Columbia Rd NW,31104.0,W01247,Registered,3775
0h 10m 31sec.,631.0,2012-01-02 17:47:00,16th & Harvard St NW,31103.0,2012-01-02 17:58:00,15th & P St NW,31201.0,W00197,Registered,3776
0h 6m 0sec.,360.0,2012-01-02 17:48:00,3rd & H St NE,31616.0,2012-01-02 17:54:00,11th & H St NE,31614.0,W01385,Registered,3777
0h 5m 39sec.,339.0,2012-01-02 17:48:00,3rd & H St NE,31616.0,2012-01-02 17:54:00,11th & H St NE,31614.0,W00725,Registered,3778
0h 12m 23sec.,743.0,2012-01-02 17:49:00,Lamont & Mt Pleasant NW,31107.0,2012-01-02 18:01:00,Massachusetts Ave & Dupont Circle NW,31200.0,W01398,Registered,3779
0h 14m 53sec.,893.0,2012-01-02 17:49:00,21st & I St NW,31205.0,2012-01-02 18:04:00,7th & R St NW / Shaw Library,31245.0,W00311,Registered,3780
0h 5m 3sec.,303.0,2012-01-02 17:50:00,16th & Harvard St NW,31103.0,2012-01-02 17:55:00,17th & Corcoran St NW,31214.0,W01042,Registered,3781
0h 24m 38sec.,1478.0,2012-01-02 17:50:00,6th & H St NE,31615.0,2012-01-02 18:15:00,14th & D St SE,31607.0,W00427,Registered,3782
0h 4m 22sec.,262.0,2012-01-02 17:50:00,15th & P St NW,31201.0,2012-01-02 17:55:00,14th & V St NW,31101.0,W00087,Registered,3783
0h 10m 23sec.,623.0,2012-01-02 17:51:00,15th & P St NW,31201.0,2012-01-02 18:02:00,16th & Harvard St NW,31103.0,W00225,Registered,3784
0h 15m 34sec.,934.0,2012-01-02 17:52:00,4th & East Capitol St NE,31618.0,2012-01-02 18:07:00,19th & East Capitol St SE,31601.0,W00489,Registered,3785
1h 43m 4sec.,6184.0,2012-01-02 17:52:00,Metro Center / 12th & G St NW,31230.0,2012-01-02 19:35:00,Metro Center / 12th & G St NW,31230.0,W01034,Casual,3786
0h 9m 29sec.,569.0,2012-01-02 17:52:00,3rd & G St SE,31625.0,2012-01-02 18:01:00,"Lincoln Park / 13th & East Capitol St NE ",31619.0,W01400,Registered,3787
0h 5m 56sec.,356.0,2012-01-02 17:52:00,Lamont & Mt Pleasant NW,31107.0,2012-01-02 17:58:00,Adams Mill & Columbia Rd NW,31104.0,W00571,Registered,3788
0h 2m 22sec.,142.0,2012-01-02 17:52:00,Park Rd & Holmead Pl NW,31602.0,2012-01-02 17:54:00,11th & Kenyon St NW,31102.0,W00826,Registered,3789
1h 42m 40sec.,6160.0,2012-01-02 17:52:00,Metro Center / 12th & G St NW,31230.0,2012-01-02 19:35:00,Metro Center / 12th & G St NW,31230.0,W01184,Casual,3790
0h 5m 36sec.,336.0,2012-01-02 17:54:00,Adams Mill & Columbia Rd NW,31104.0,2012-01-02 17:59:00,14th & V St NW,31101.0,W00573,Casual,3791
0h 8m 11sec.,491.0,2012-01-02 17:55:00,Branch & Pennsylvania Ave SE,31701.0,2012-01-02 18:03:00,Good Hope & Naylor Rd SE,31700.0,W00971,Registered,3792
1h 39m 52sec.,5992.0,2012-01-02 17:55:00,Metro Center / 12th & G St NW,31230.0,2012-01-02 19:35:00,Metro Center / 12th & G St NW,31230.0,W00772,Casual,3793
1h 39m 48sec.,5988.0,2012-01-02 17:55:00,Metro Center / 12th & G St NW,31230.0,2012-01-02 19:35:00,Metro Center / 12th & G St NW,31230.0,W00950,Casual,3794
0h 14m 15sec.,855.0,2012-01-02 17:55:00,Metro Center / 12th & G St NW,31230.0,2012-01-02 18:09:00,20th & E St NW,31204.0,W01038,Registered,3795
0h 13m 48sec.,828.0,2012-01-02 17:56:00,Metro Center / 12th & G St NW,31230.0,2012-01-02 18:09:00,20th & E St NW,31204.0,W00321,Casual,3796
0h 11m 14sec.,674.0,2012-01-02 17:56:00,4th & East Capitol St NE,31618.0,2012-01-02 18:07:00,19th & East Capitol St SE,31601.0,W01222,Casual,3797
0h 5m 8sec.,308.0,2012-01-02 17:58:00,1st & M St NE,31603.0,2012-01-02 18:04:00,Florida Ave & R St NW,31503.0,W00705,Registered,3798
0h 18m 21sec.,1101.0,2012-01-02 17:58:00,5th & F St NW,31620.0,2012-01-02 18:17:00,17th & Corcoran St NW,31214.0,W00813,Registered,3799
0h 10m 2sec.,602.0,2012-01-02 18:00:00,14th & R St NW,31202.0,2012-01-02 18:10:00,8th & H St NW,31228.0,W01224,Registered,3800
0h 3m 9sec.,189.0,2012-01-02 18:00:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613.0,2012-01-02 18:03:00,3rd & D St SE,31605.0,W00978,Registered,3801
0h 6m 35sec.,395.0,2012-01-02 18:00:00,14th & Rhode Island Ave NW,31203.0,2012-01-02 18:07:00,Massachusetts Ave & Dupont Circle NW,31200.0,W00161,Registered,3802
0h 5m 39sec.,339.0,2012-01-02 18:01:00,Park Rd & Holmead Pl NW,31602.0,2012-01-02 18:07:00,Adams Mill & Columbia Rd NW,31104.0,W01262,Registered,3803
0h 9m 53sec.,593.0,2012-01-02 18:02:00,14th & Rhode Island Ave NW,31203.0,2012-01-02 18:12:00,8th & H St NW,31228.0,W01241,Registered,3804
0h 4m 51sec.,291.0,2012-01-02 18:02:00,15th & P St NW,31201.0,2012-01-02 18:07:00,Massachusetts Ave & Dupont Circle NW,31200.0,W00422,Registered,3805
0h 12m 11sec.,731.0,2012-01-02 18:03:00,5th & F St NW,31620.0,2012-01-02 18:16:00,13th & D St NE,31622.0,W00665,Registered,3806
0h 13m 28sec.,808.0,2012-01-02 18:03:00,3rd & H St NE,31616.0,2012-01-02 18:17:00,M St & New Jersey Ave SE,31208.0,W01461,Registered,3807
0h 5m 28sec.,328.0,2012-01-02 18:04:00,14th & Rhode Island Ave NW,31203.0,2012-01-02 18:09:00,Metro Center / 12th & G St NW,31230.0,W01283,Registered,3808
0h 16m 49sec.,1009.0,2012-01-02 18:04:00,9th & Upshur St NW,31404.0,2012-01-02 18:20:00,15th & P St NW,31201.0,W00415,Registered,3809
0h 10m 18sec.,618.0,2012-01-02 18:04:00,McPherson Square - 14th & H St NW,31216.0,2012-01-02 18:14:00,20th St & Florida Ave NW,31110.0,W01460,Registered,3810
0h 13m 53sec.,833.0,2012-01-02 18:04:00,Convention Center / 7th & M St NW,31223.0,2012-01-02 18:18:00,15th & P St NW,31201.0,W01269,Casual,3811
0h 3m 25sec.,205.0,2012-01-02 18:05:00,8th & Eye St SE / Barracks Row,31608.0,2012-01-02 18:09:00,M St & New Jersey Ave SE,31208.0,W00240,Registered,3812
0h 12m 21sec.,741.0,2012-01-02 18:06:00,Columbus Circle / Union Station,31623.0,2012-01-02 18:18:00,7th & F St NW / National Portrait Gallery,31232.0,W00076,Registered,3813
0h 12m 20sec.,740.0,2012-01-02 18:06:00,Columbus Circle / Union Station,31623.0,2012-01-02 18:18:00,7th & F St NW / National Portrait Gallery,31232.0,W00205,Registered,3814
0h 14m 25sec.,865.0,2012-01-02 18:07:00,10th & Monroe St NE,31504.0,2012-01-02 18:21:00,1st & Rhode Island Ave NW,31506.0,W00590,Registered,3815
0h 17m 35sec.,1055.0,2012-01-02 18:08:00,10th St & Constitution Ave NW,31219.0,2012-01-02 18:25:00,14th & D St SE,31607.0,W00460,Registered,3816
0h 10m 46sec.,646.0,2012-01-02 18:08:00,10th & U St NW,31111.0,2012-01-02 18:19:00,Massachusetts Ave & Dupont Circle NW,31200.0,W00387,Registered,3817
0h 19m 45sec.,1185.0,2012-01-02 18:09:00,Massachusetts Ave & Dupont Circle NW,31200.0,2012-01-02 18:29:00,11th & Kenyon St NW,31102.0,W01173,Registered,3818
0h 3m 7sec.,187.0,2012-01-02 18:09:00,Park Rd & Holmead Pl NW,31602.0,2012-01-02 18:13:00,14th St & Spring Rd NW,31401.0,W00213,Registered,3819
0h 5m 36sec.,336.0,2012-01-02 18:10:00,19th & L St NW,31224.0,2012-01-02 18:15:00,25th St & Pennsylvania Ave NW,31237.0,W01344,Registered,3820
0h 8m 17sec.,497.0,2012-01-02 18:10:00,Potomac & Pennsylvania Ave SE,31606.0,2012-01-02 18:18:00,13th & D St NE,31622.0,W00714,Registered,3821
0h 10m 49sec.,649.0,2012-01-02 18:11:00,5th St & K St NW,31600.0,2012-01-02 18:22:00,10th & U St NW,31111.0,W00761,Registered,3822
0h 14m 8sec.,848.0,2012-01-02 18:12:00,Georgetown Harbor / 30th St NW,31215.0,2012-01-02 18:26:00,Convention Center / 7th & M St NW,31223.0,W00848,Registered,3823
